category,productName,review,predictedSentiment,score,positivePercent,negativePercent
Phone,samsung galaxy s6 edge sm g925f,Excellent device but I would prefer to keep my Note 5 loving the bigger phones now but this Edge is for my daughter and it's just right for her and she loves it the camera is brilliant and super clear and did I say it's so nice looking elegant in style and the color is banging great job Samsung.,Positive,0.9931,83.785664578984,10.020876826722338
Phone,samsung galaxy s6 edge sm g925f,"I do like iPhone, but since I brought my Samsung s6 edge, AND Samsung gear vr I starting to Love it, AND SO much better Than iPhone, graphics Is Crazy, much faster charging, AND Love The milk Music, over all IM Samsung Smartphone forever from now ON :) goodbye iPhone! Love it Love it Love it!",Positive,0.9921,83.785664578984,10.020876826722338
Phone,samsung galaxy s6 edge sm g925f,hi it is a great phone to have and it is a lovely one. hi it is a great phone to have and it is a lovely one. hi it is a great phone to have and it is a lovely one. hi it is a great phone to have and it is a lovely one. hi it is a great phone to have and it is a lovely one.,Positive,0.9915,83.785664578984,10.020876826722338
Phone,samsung galaxy s6 edge sm g925f,I'm in love with my Samsung Galaxy Edge. I may be still learning it but I truly love it. The more I play around with it I find something new and exciting. The camera takes very clear and sharp pictures. The other features are great as well. I again I 'm still learning it but it's great.,Positive,0.9911,83.785664578984,10.020876826722338
Phone,samsung galaxy s6 edge sm g925f,The screen is great. Bright sharp dynamic colors. Camera very good no blurs no red eyes. Great benefits. Great galaxy offers in galaxy app. Easy to set up. Easy to use. Android 5.0.2. New android system. Very good HD qualities. Cool phone to personalize. I love it. I do my online work on it too.,Positive,0.9895,83.785664578984,10.020876826722338
Phone,samsung galaxy s6 edge sm g925f,I brought 6 edge but after a month I notice that my phone is acting weird plus they are not exchanging the exchange policy is very bad suck. :(,Negative,-0.9498,83.785664578984,10.020876826722338
Phone,samsung galaxy s6 edge sm g925f,The item arrived and immediately revealed a number of irritating faults: 1. Constantly making a beeping sound which seemed to indicate it was attempting to do something but failing repeatedly. Only way to stop it was to mute the phone which is not ideal. 2.,Negative,-0.9302,83.785664578984,10.020876826722338
Phone,samsung galaxy s6 edge sm g925f,"I really wanted to like this phone but it's a major disappointment. UI is slow and choppy compared to my Nexus 5 Front camera distortion makes it barely usable Bloatware hell out of the box Speaker is mediocre at best (loud, but harsh and thin sound) Call quality doesn't impress and I had weird...",Negative,-0.922,83.785664578984,10.020876826722338
Phone,samsung galaxy s6 edge sm g925f,"I've not one good thing to say about this phone. I have been using it since the day it came out and my biggest gripes are: the battery life and the ""edge"" screen. This phone is ALWAYS dead. I am SO sick of it.",Negative,-0.9163,83.785664578984,10.020876826722338
Phone,samsung galaxy s6 edge sm g925f,"I already filled in a review and it was rejected but they won't let me see it so I don't know why. Anyway, this is junk. JUNK. There is no added value with the Edge (I got nothing for my money) and the battery life is horrible.",Negative,-0.9053,83.785664578984,10.020876826722338
Phone,apple iphone 6,"Little big, but I expected that. Phone is fantastic, so much better than the iPhone 4S I upgraded from. Super fas processor, great HD screen, fantastic battery life, great camera. iOS8 is great, it's designed for this phone and it really shows - there's some very snazzy features.",Positive,0.9914,68.17193914513402,18.32890606133784
Phone,apple iphone 6,I love this phone.it's very easy to use and is the best (for me) !!!!! :) i love the build quality and i love the new ios (ios8). I love the products of apple ....very easy to use and great ...............;),Positive,0.9896,68.17193914513402,18.32890606133784
Phone,apple iphone 6,I used to not like apple for some reason but I love this phone. It is so user friendly and easy to use. it comes with all the best apps and features. It was a huge upgrade from my blackberry and so happy that I now have so many more apps now. It looks appealing and is durable. suitable for anyone.,Positive,0.9863,68.17193914513402,18.32890606133784
Phone,apple iphone 6,I'm writing this late but I bought this back in September and it came in perfecly fine. I got everything (the headphones and charger) The phone works great and my sim works perfectly. My friend wants to buy from this company and I told her it's trusted since my phone came in perfectly fine.,Positive,0.9862,68.17193914513402,18.32890606133784
Phone,apple iphone 6,Guys phone is good but all depends on your will wht u like to buy so just buy that wht your heart like the most thanku .if u like my review plz let me knw :)Just in case if you like my review then don't forget to hit the 'YES' button below.it helps me keep reviewing,Positive,0.9852,68.17193914513402,18.32890606133784
Phone,apple iphone 6,"THE PHONE HAS SO MANY PROBLEMS, IT WASN'T WORTH SAVING THE $$$. I wish I just bought a new phone. The phone gets ""stuck"" for minutes on end and becomes totally useless until I do a forced restart. It is so frustrating to use. Apps constantly stop working. Such a mistake.",Negative,-0.9604,68.17193914513402,18.32890606133784
Phone,apple iphone 6,"I haven't had this phone for over 6 months- a couple days ago it just went dead and will not respond no matter what I do. It has had time to charge, I have not dropped it into water and its been in a Lifeproof case the whole time. I am extremely disappointed and frustrated with this product failing.",Negative,-0.9393,68.17193914513402,18.32890606133784
Phone,apple iphone 6,My Iphone 5s broke down within 2 years. One day it suddenly stopped working without a cause. The phone did not charge and when removed from the charger the phone died literally. Later we found out the iphone 5s had a hardware error. Apple charges $300 to fix the error.,Negative,-0.93,68.17193914513402,18.32890606133784
Phone,apple iphone 6,"I am writing this review purely out of my hatred of all overpriced apple products,especially damn iphones,i'm sick of hearing folk bragging about their new crappy iphone,apple seem to think themselves the leaders of all smartphones they make,well apple,need i remind you that NOKIA started making the...",Negative,-0.93,68.17193914513402,18.32890606133784
Phone,apple iphone 6,I was the biggest apple fan for years but I have soured. just some examples: unwanted loading of a crappy U2 album on my iTunes deleting pandora and replacing with apple radio battery life sucks locks up all the time maps suck,Negative,-0.9287,68.17193914513402,18.32890606133784
Phone,apple iphone 4s,"Great all around phone for every day. Amazing camera super super fast, awesome apps paid and free. Beautiful display and colours, super fast on internet. Superb crisp sound and virtually every song i can think of available.",Positive,0.9891,67.30722451958161,20.40865969350523
Phone,apple iphone 4s,I just love this phone! It has everything I need! Only miss the inteligent SMS writing I had on my old Sony but that can be easily forgiven! Also this has been my best friend since I broke my right hand because it is very easy to write with my left hand also! I definitely recommend it to everyone!,Positive,0.9886,67.30722451958161,20.40865969350523
Phone,apple iphone 4s,Okay so I haven't actually turn this phone on because it's for my daughter's birthday but it's beautiful and came right on time it was better than Prime actually I loved it thanks I hope it works good I'll let you know later on if it wasn't but I'm pretty sure it's going to be great,Positive,0.9879,67.30722451958161,20.40865969350523
Phone,apple iphone 4s,This is an awesome phone. Siri tries her best haha but the phone itself is great. I use it for my business a lot and it keeps me well organized. The software is great (iOS 6.1) but of course like any other phone it has its bugs. Great phone overall!,Positive,0.9852,67.30722451958161,20.40865969350523
Phone,apple iphone 4s,"A great phone,, I had many different phones in the past years, Blackberry, HTC 's you name it lol ,,, also had both Galaxy Samsung S and 4 .. Great phone's but this is my first IPHONE,, and Love it,,, Screen Resolution Wonderful,, Speed Great,, VZ, Siri function its great even is a Beta..",Positive,0.9851,67.30722451958161,20.40865969350523
Phone,apple iphone 4s,"The phone we received worked for 2 months (even then it didn't hold a charge well, but now it is terrible). We think the battery is faulty. The phone looses charge quickly (within a few hours from 100%) and after the battery is dead and the phone is plugged in it can't be turned back on at all even...",Negative,-0.9371,67.30722451958161,20.40865969350523
Phone,apple iphone 4s,"The software is really bad, it uses memory while using apps, it freezes on apps, reboots, had to reinstall apps many times, I'm tired of doing this. I'm stuck on a contract with the stupid thing. Apple never fixed it once! I don't recommend this phone.",Negative,-0.9273,67.30722451958161,20.40865969350523
Phone,apple iphone 4s,"This is NOT a UNLOCKED phone, there is a debt against the phone or it is STOLEN. It was cracked on the front and back!! from top to bottom!!! I do not like to be lied to. This was my daughters birthday present and we are both upset and will never go to this company again!!!",Negative,-0.9203,67.30722451958161,20.40865969350523
Phone,apple iphone 4s,"""excelente, coloque mi SIM CARD, segui as instrucciones del iphone y funciono de inmediato, sin errores, se adapto a las operadoras de venezuela sin complicaciones, e tenido blackberry por 2 a??os, se me da??o y opte por comprar el iphone y sin duda alguna fue la mejor decision, el telefono es el...",Negative,-0.9146,67.30722451958161,20.40865969350523
Phone,apple iphone 4s,"The phone came in good shape, but after only a week of use I realized something horrible. The battery was shot. It would go from fully charged to 92% after unplugging it, to 75% 5 minutes later, showing a 20% warning when it had just said 40%, but then showing 12% after clearing the 20% warning...",Negative,-0.9125,67.30722451958161,20.40865969350523
Phone,samsung galaxy s6 edgeplus,"Wow, this phone does everything, I want it. I did have 2 setbacks when the phone updated and I lost videos from a concert, but other than that, I love the HUGE screen, super fast phone! 32g love it. I owned the SG4 and loved it, but S6 edge +...TOTALLY IN LOVE!!!!!!",Positive,0.9922,89.76600668552327,6.0169709436873235
Phone,samsung galaxy s6 edgeplus,This is definitely the best phone i ever had is so beautiful n powerful. .so smooth n fast the color is so nice ..i love love this phone i would recommended to anyone who wants beauty n power at the same time .trust me u won't be disappointed. .,Positive,0.9904,89.76600668552327,6.0169709436873235
Phone,samsung galaxy s6 edgeplus,I absolutely love this phone it's so cool really fast and the best phone I had in awhile the edge screen is awesome I like how you can pull up your favorite apps. The sounds is really nice clean and loud so if you like music you'll like it even more It's worth buying you'll love it as much as I do,Positive,0.9899,89.76600668552327,6.0169709436873235
Phone,samsung galaxy s6 edgeplus,"I love this phone! Not only is it beautiful, but it works great too. There are so many features and designs. I love how I can make this phone perfectly designed for me. I even put my name on the lock screen. This product is so high tech, yet so easy to use. The best phone I have ever had.",Positive,0.9895,89.76600668552327,6.0169709436873235
Phone,samsung galaxy s6 edgeplus,Great great awesome awesome great great great awesome,Positive,0.988,89.76600668552327,6.0169709436873235
Phone,samsung galaxy s6 edgeplus,"nice looking phone, but no removable battery, and no SD card slot makes me regret i got this, now i am stuck for the next 2 years with something that I hated about the iphone...",Negative,-0.9493,89.76600668552327,6.0169709436873235
Phone,samsung galaxy s6 edgeplus,"Kudos for the Video, the quality is amazing. But the rest is an epic fail. This phone in no way can be even remotely considered a gaming platform. The processor seems to be archaic and the ability to connect with wifi horrid. Worst phone experience ever.",Negative,-0.9253,89.76600668552327,6.0169709436873235
Phone,samsung galaxy s6 edgeplus,"I obtained this phone because of a warranty claim. My previous phone, the Note 5 perished in an unfortunate accident. By accident, I mean it fell approximately 3 feet onto a cement floor and suffered massive internal bleeding. The outer case of the phone itself was without scratches or cracks.",Negative,-0.9081,89.76600668552327,6.0169709436873235
Phone,samsung galaxy s6 edgeplus,"I have owned a windows phone and a iPhone, I hated the iPhone worse then the windows phone. The iPhone has terrible features and I hated it. The windows phone has very few apps, but this phone fixes both problems.",Negative,-0.8968,89.76600668552327,6.0169709436873235
Phone,samsung galaxy s6 edgeplus,My phone heats up quickly and loses its charge at lightning speed. It still has this problem even after I dumped a lot of apps.It's been glitching from the start. Not happy with it!!,Negative,-0.8935,89.76600668552327,6.0169709436873235
Phone,motorola moto g,"My first smartphone, so I don't have much to compare it to, but I love it!!! It's easy to use and has great battery life! Great pictures and easy interfacing with other media! NO COMPLAINTS so far :D",Positive,0.9904,79.09333333333333,13.466666666666667
Phone,motorola moto g,"awesome cellphone, but it's a step forward and backward for Motorola it's... completely, undoubtly the Moto G, and it feels so much expensive in my hand, it feels better than my friends S4 or an S5 5 inches is the perfect cellphone size, 720P still looks amazing at 5"" Touchscreen is as responsive as...",Positive,0.9839,79.09333333333333,13.466666666666667
Phone,motorola moto g,"Love this phone, ive had it for almost a year now. Cheap and cheerful as I'm always breaking phones but this has lasted great. Would be great if it had a better camera but still pretty good. Of mine was to break I'd get the same again.",Positive,0.9836,79.09333333333333,13.466666666666667
Phone,motorola moto g,"A ""spare"" phone bought SIM free to work with a Virgin Â£15 contract giving unlimited calls, texts and data for Â£15 a month. Awesome value. Works well. Good build quality. Fast enough. Most importantly, native Google Android which upgraded to KitKat straight away. Very pleased. Great value.",Positive,0.9833,79.09333333333333,13.466666666666667
Phone,motorola moto g,"Awesome, great phone, fast, looks great, great battery quality it last longer than expected! Super cheap, nice camera, works perfectly in Venezuela! Could be compare to an S4 and Nexus 5...",Positive,0.9832,79.09333333333333,13.466666666666667
Phone,motorola moto g,"It is the worst phone I ever had. The worst. Suddenly, it stops and not work anymore. I lost a lo of pictures and personal information. I couldn't make back up or anything. Bad bad bad...",Negative,-0.9705,79.09333333333333,13.466666666666667
Phone,motorola moto g,"This Phone worked for 6 month then it turned DEAD, Simply not turning on. I contact Motorola and Got replacement. This Replacement phone was also bad, it was even worst it restart on its own, and within 4 days it turn DEAD. Spending time and energy on setting up phone was not worth it.",Negative,-0.9597,79.09333333333333,13.466666666666667
Phone,motorola moto g,sim port is damaged. I am enraged given the cost of the phone. worst of all is that it was presented as a gift to my daughter. her disappointment was heartbreaking. A sim was in the phone when it arrived!!!!!!!!!!!,Negative,-0.9357,79.09333333333333,13.466666666666667
Phone,motorola moto g,"Warning - the phone ships as of the date of this review with KitKat 4.4.3, and there are nasty bugs in it that cause the phone to lose connection with the micro SD card, and then tag the card as damaged. With only 8gb of main storage, that's a fatal flaw for this phone. A few specifics.",Negative,-0.9337,79.09333333333333,13.466666666666667
Phone,motorola moto g,This mobile is great but sadly Motorola still have a problem with class 10 Micro-SD Cards not working right so will waiting on a software update to fix this problem :(,Negative,-0.9292,79.09333333333333,13.466666666666667
Phone,oneplus 3t,"Don't think just buy it , less money more powerful that's called a good deal , This Mobile is best and friendly to use , OS is best, Processor is best, Ram is best, Camera 16/16 MP ,and the best part is Charging love Dase charge",Positive,0.9883,75.37414965986395,14.639455782312925
Phone,oneplus 3t,Shipping did caused some headache but the device is worth it. Till date best under 30k and once a oneplus customer always the oneplus customer due to the service they provide. Great build Awesome chargering speeds Beauty to trust on. No doubt with camera and performance .,Positive,0.988,75.37414965986395,14.639455782312925
Phone,oneplus 3t,"ONE OF THE BEST PHONE NO DOUBT ABOUT IT... AMAZING BATTERY LIFE, DISPLAY AND SOUND QUALITY... USING IT FOR PAST 2 WEEKS SO FAR SO GOOD.. I COMPARED IT OTHER BRANDS , IT IS THE BEST WITH ITS SPECIFICATION AND WITH THIS PRICING COULDN'T ASK FOR ANYTHING MORE... WILL DEFINITELY RECOMMEND TO YOU BUY IT",Positive,0.988,75.37414965986395,14.639455782312925
Phone,oneplus 3t,Phone was so good performance like amazing but camera is under 30000 is pretty good or charger was great nd phone filling in hand was truly premium look was soooo...... Amazing,Positive,0.988,75.37414965986395,14.639455782312925
Phone,oneplus 3t,The built quality is so good the hand in feel is good it look like a flat ship phone and the gunmetal colour is so good the camera is good the curved edges are good and super amlod display with 1080p resolution is good and the viewing angle are so good,Positive,0.9857,75.37414965986395,14.639455782312925
Phone,oneplus 3t,"Plz dont buy this phone, i m having major issue with the network. I tried everything as per their customer support executive but still facing the same problem, even i went through their forums also but no fixed solution for this problem, it sucks badly, my suggestion don't go for this phone",Negative,-0.9568,75.37414965986395,14.639455782312925
Phone,oneplus 3t,I bought this phone after much research on great reviews all over the internet but big way Disappointed by Camera performance of this phone which is no way compared to Galaxy's and Iphone's of this world. Both the rear and front camera is totally useless when you say this is flagship killer phone.,Negative,-0.9422,75.37414965986395,14.639455782312925
Phone,oneplus 3t,"Phone heats up badly. Camera isn't clear on zoom. Many app doesn't work properly compared to other devices. Even after replacing the device Heat issue persist, now the worst part is even the software update fails - I tried multiple times to update the os and getting error- signature verification...",Negative,-0.9311,75.37414965986395,14.639455782312925
Phone,oneplus 3t,"Super fast device. Camera is a bit average, nothing like flagship. But for any other features it's a flagship killer. I got it from Rocket.. seller, and packaging was poor and a bit damaged too. But I checked inside and everything seems OK.",Negative,-0.9274,75.37414965986395,14.639455782312925
Phone,oneplus 3t,Very bitter experience bying one plus 3T there was a problem in the software which was not solved by the one plus 3t technicals and no body damn bothered about the problem of a customer my contacts slowly got deleted from contact list by its own and there was no warranty for this phone I request not...,Negative,-0.9144,75.37414965986395,14.639455782312925
Phone,apple iphone 4,I am very satisfied with this purchase. The phone is an older model but is a great savings considering how much a brand new iPhone 6 would have cost. The apps that come with the phone are very useful and I am enjoying how long the charge lasts. Great deal and a great purchase. Thanks again!,Positive,0.9882,65.23287671232876,22.328767123287673
Phone,apple iphone 4,"I love this phone! It's enough gb, the battery last! Great apps in the App Store . Very very great camera clear and also great zoom! I'd recommend it to anybody. I've had my phone for some time now and I love it I have a contract and that's perfectly fine with me.",Positive,0.9877,65.23287671232876,22.328767123287673
Phone,apple iphone 4,I love my iPhone. Got it for Christmas and I'm so happy. Great phone. Super easy to use and super fun. LOVE IT.,Positive,0.9875,65.23287671232876,22.328767123287673
Phone,apple iphone 4,I received the phone very quickly. There were only a few dings but other than that it looks beautiful. I love it and it works perfectly I am happy that I got the 16gb as well has plenty of space for what I use it for :),Positive,0.9857,65.23287671232876,22.328767123287673
Phone,apple iphone 4,Hello again IPHONE. I like this much more on Verizon. Same service but I get even better reception in my house than my old Verizon phone. I have nothing bad to say at all. Good Job Verizon for having the best phone and the best network all in one. Finally :),Positive,0.9846,65.23287671232876,22.328767123287673
Phone,apple iphone 4,"I hate Apple. I hate I Cloud. I simply hate these phones. NOT user friendly at all. I couldn't even find how to turn on the speaker phone. Really? I hate this phone. Never came with instructions, either. Not that, that would have helped. Terrible phone. Don't go with outdated stuff.",Negative,-0.9675,65.23287671232876,22.328767123287673
Phone,apple iphone 4,"The company policies on this phone suck! They are expensive, when they die, or stop working due to accidental mishaps, you are screwed, unless you have the cash to pay for it all over again! not worth it. Mr. apple,move over, your not the best anymore.",Negative,-0.9553,65.23287671232876,22.328767123287673
Phone,apple iphone 4,"BAD PHONE IN BAD CONDITION, HAVING TROUBLE WITH SIGNAL, NO SIM NO ACKNOWLEDGE THE COVERAGE D AGARA ANY OPERATOR, THAT UPSET, HE SENT ME REVIEWED AND ME WHEN YOU GET A PHONE repowered NEW ONE. COVERAGE FOR JUST GRAB SECOND AND THEN IS LOOKING FOR SIGNAL.",Negative,-0.9481,65.23287671232876,22.328767123287673
Phone,apple iphone 4,"Like a lot of people for a long time I resisted the temptation of Apple for many years, scared of being duped by the hype. What a fool I was! At upgrade time I opted for the Blackberry and struggled through for 2 years with an inadequate keyboard, a screen that was way too small and an awful lack of...",Negative,-0.9412,65.23287671232876,22.328767123287673
Phone,apple iphone 4,THIS PHONE IS SO BAD THE SCREEN MOVES BY IT SELF THIS IPHONE IS SO BAD IM WARNING YOU!!!!! DONT GET IT DOESNT WORK. I REGRET BUYING IT IS A WASTE OF TIME AND MONEY!!!!!!!!!!!!!!!!!!!!,Negative,-0.9358,65.23287671232876,22.328767123287673
Phone,apple iphone 5c,I love it the best phone I got I just wish the battery life was longer and that you can buy a charger from the gas station but the cameras good nice and clean and I love Imessenger and facetime best phone I ever had I want the 6s plus now but over all best phone ever just put on a case and screen...,Positive,0.9899,68.87180894866869,18.693384573153995
Phone,apple iphone 5c,"At first I was skeptical about buying it because of all the negative reviews but I took a chance on it and the phone is great, nothing wrong with it, no damage to it and runs just fine. This gift was for my mom for Mother's Day, I'm happy she loves the phone!",Positive,0.985,68.87180894866869,18.693384573153995
Phone,apple iphone 5c,I honestly wasn't expecting it to look this nice but definitely better than I expected in person it even came with a cute case I honestly thought something would be wrong with the phone but it came out perfect like brand new very very pleased to buy this phone,Positive,0.9824,68.87180894866869,18.693384573153995
Phone,apple iphone 5c,"Love my 5C. Got it in pretty good condition, aside from the really deep scratches on the back. The screen was in pretty good condition as well. I'm posting this review from my 5C :) good buy, came to about $113 since I had some gift card money left. Would probably buy again :)",Positive,0.9823,68.87180894866869,18.693384573153995
Phone,apple iphone 5c,Mother's Day gift from my husband..I love love love it.. it's just so beautiful to look at and the graphics are amazing! He sure does know how to spoil a woman,Positive,0.9816,68.87180894866869,18.693384573153995
Phone,apple iphone 5c,I bought this phone for bday gift and was very disappointed. The touch screen stopped working. It is a defective piece...no wonder price is so less. I hv to run pillar to post now and worst part is that it was so embarrassing on the gifting part.,Negative,-0.9146,68.87180894866869,18.693384573153995
Phone,apple iphone 5c,"did not like this product at all, it broke not long after receiving then exchanged and that one broke also. a common fault with the iPhone 5c s the battery expanding and screen being pushed and falling out. battery life wasn't too good compared to that of other brands.",Negative,-0.9084,68.87180894866869,18.693384573153995
Phone,apple iphone 5c,Purchased the phone and received it yesterday. The batteosays it's at but I talk for 2 minutes and the phone died. Charged the phone again and it did the same thing. Very frustrating,Negative,-0.9079,68.87180894866869,18.693384573153995
Phone,apple iphone 5c,"The phone itself is in good shape and it works ok but there are several things wrong with the phone. The phone will be fully charged then die 10-15 mins later ,but not all the time just randomly so i need to bring my charger with me everywhere.",Negative,-0.8998,68.87180894866869,18.693384573153995
Phone,apple iphone 5c,"I have been carry a 5c for work for about a year so far. At first, I hated this phone. The first one I got had a defective screen and wouldn't register taps where I was tapping the screen, but the problem was inconsistent and extra frustrating.",Negative,-0.899,68.87180894866869,18.693384573153995
Phone,motorola moto g3,"This replaces the original moto g as the best phone I have owned. Fast, good size (not too big not too small), greatly improved camera, runs multiple apps easily, battery superior to many more expensive models. happy happy. happy.",Positive,0.9835,72.82929710572948,17.867690490253988
Phone,motorola moto g3,"Great product. Delivered a day late, but that's okay! I received the product in good condition! In love with this phone! My first Android! Amazing camera! And I love the user interface!",Positive,0.983,72.82929710572948,17.867690490253988
Phone,motorola moto g3,"Brought this to replace my two year old Motorola Moto G first generation. It's a great improvement, the screen size is perfect, not too big not too small. It pretty fast as well, everything works really well. The camera is a great improvement from the last phone, with great colours and tones.",Positive,0.9829,72.82929710572948,17.867690490253988
Phone,motorola moto g3,Really nice mobile. Easy to use android phone but has a good clear screen. Camera is brilliant and easy to use. Would recommend this phone to anyone. A very good piece also,Positive,0.9817,72.82929710572948,17.867690490253988
Phone,motorola moto g3,Superb handset. With great camera quality & great features available in the price range Faaaaaar better than Samsung which I used three years Great camera quality HD video recording selfie expert if u use in good lighting conditions Best. Handst,Positive,0.9806,72.82929710572948,17.867690490253988
Phone,motorola moto g3,"Hi, I'm using this mobile since 5 months..I can't say bad but i can't is it is good. Negative: Sometimes mobile signal will disappear. there after no outgoing call for 5 mins Front camera: It is very bad or i can say worst in low lighting(evening / night) During call, if we dail new number &...",Negative,-0.9584,72.82929710572948,17.867690490253988
Phone,motorola moto g3,I bought this phone in Feb of this year and it worked fine. Suddenly 2 days ago it just went dead! Now all I have is a dead phone and no one who will repair it under warranty is available. That's the worst that can happen when you buy something that fails you.,Negative,-0.9531,72.82929710572948,17.867690490253988
Phone,motorola moto g3,"Very worst mobile.I am using this mobile from last 4 months.very poor battery backup,and i got hanging problem after 2 months.touch problem some times it is gives very bad experience about touch.then they didn't give restart option.please don't buy this mobile after reading this review.better to go...",Negative,-0.9492,72.82929710572948,17.867690490253988
Phone,motorola moto g3,"Had high hopes for this as a basic smartphone but it's terrible. Sluggish and unresponsive. Crashes often. SD card has a problem where the phone stops recognising it, then rejects and corrupts it after a few weeks. Happened twice now.",Negative,-0.9481,72.82929710572948,17.867690490253988
Phone,motorola moto g3,Initially this phone was great but there are BIG problems. The worst problem that I have experienced and which I have seen posted about on forums is problems with the SD card internal storage.,Negative,-0.9408,72.82929710572948,17.867690490253988
Phone,motorola moto e,"The moto e is a great phone. It doesn't cost much but it performs like an excellent that's worth so much more. Excellent device beaches of low cost, excellent built quality, and amazing stock android experience. Wow",Positive,0.9881,74.05149051490515,18.021680216802167
Phone,motorola moto e,"I'n not very tech savvy, still getting used to everything the phone can do, but easy to use, lovely clear screen. Took some great photos on holiday & at a family celebration - impressed for a phone camera. I bought this model as my son has the moto g and has been happy with that.",Positive,0.9871,74.05149051490515,18.021680216802167
Phone,motorola moto e,I have had quite a few phones but this one is the best great to use easy to navigate and good battery life great all-round phone worth the money would recommend to anyone.,Positive,0.9866,74.05149051490515,18.021680216802167
Phone,motorola moto e,"Just simply amazing!!!! Never would of thought that a $150 device could be so special. This replaced a Nexus 5 and I'm not missing it one bit. The battery is great, screen is surprisingly good, and it feels great in the hand. This has to be one of the best sub $200 phone you can buy right now!",Positive,0.9849,74.05149051490515,18.021680216802167
Phone,motorola moto e,"This phone is great. It's a cheap little phone, but for what I do on mine it's perfect. I play a lot of the silly Candy Crush games, and those, and this one runs them great. I think it's a wonderful phone and worked perfectly with my AT&T Sim card.",Positive,0.9825,74.05149051490515,18.021680216802167
Phone,motorola moto e,Although its cheap but its quality iss worst... Bad experience it wass what i faced.. I dont know why the screen is shown fully blank . Seriously horrible experience I faced specifically for this product... Expectations are not fulfilled.. :(,Negative,-0.9611,74.05149051490515,18.021680216802167
Phone,motorola moto e,"i purchased it on 10th nov but could not return it as thought it was initial glitches. this phone was a upgrade from from my moto e but the service is pathetic and not good, hangs frequently, slower than moto e and pain in the ass. amit",Negative,-0.9605,74.05149051490515,18.021680216802167
Phone,motorola moto e,I HATED IT & RETURNED IT Because... Poor voice reception on T-Mobile in metro Orlando; non-adjustable crippled ascending ring; NO CAMERA FLASH; NO AUTO-FOCUS CAMERA; short battery life; not a good value even for a starter phone at this price point.,Negative,-0.9541,74.05149051490515,18.021680216802167
Phone,motorola moto e,"Motorolla all product are pathetic , all sort of problem, Heating, Number of cases found of mail board failure? Worst whether its Moto E 2nd Generation, Moto G 2nd Generation. Will not recommend anyone to purchase.",Negative,-0.9423,74.05149051490515,18.021680216802167
Phone,motorola moto e,"Terrible, terrible, terrible terrible, terrible terribIe! The phone works fine for about a month and then I put it in my purse one day and took it out and the phone was completely locked! I went to a Verizon store and they couldn't even fix the phone! I ended up having to buy a brand new phone....",Negative,-0.939,74.05149051490515,18.021680216802167
Phone,samsung galaxy note 4,Amazing phone big fast and all goodies not all metal but the lether plasticnice too one of the best the but you should check other phones you may like more but amzing Build quality: great. Reception: very nice. Call quality: very nice. Internet: smooth. Multimedia: perfect! Camera: perfect!,Positive,0.9906,70.57432432432432,17.635135135135137
Phone,samsung galaxy note 4,Note 4 is a excellent phablet ! The RAM managment is also very good The gaming is also excellent. Te screen is superb ! Has brilliant both cameras with amazing modes. Powerful processor with great speed. Outstanding battery backup. Good ram management for multitasking.,Positive,0.9896,70.57432432432432,17.635135135135137
Phone,samsung galaxy note 4,"I am happy with this phone, even tho it's second hand, I haven't got to use it for long yet, cause I just got it, but first when I got it my hand and set it everything up... Oh man it's great handle. great color, big screen, easy to type. and more features. Best phone for very good money.",Positive,0.9894,70.57432432432432,17.635135135135137
Phone,samsung galaxy note 4,Great Android phone with fantastic battery life but even more awesome fast charging. Truly great fast charging. The S Pen is incredible. I am a stylus type individual and the handwriting recognition is superb. Great product and worth the purchase even though my daily driver is the iPhone 6 plus.,Positive,0.9892,70.57432432432432,17.635135135135137
Phone,samsung galaxy note 4,"perfect The design is really impressive and so is the build quality Display is as good as they come Battery life is excellent Superb performance, proper benchmark champion Audio quality is excellent 16MP camera is a stellar performer, OIS works like a charm 4K videos are the best in business...",Positive,0.9882,70.57432432432432,17.635135135135137
Phone,samsung galaxy note 4,this is the worst phone I ever had....the back of the phone crumbled and happened shortly after the return date.. the phone has a lot of problems and glitshes!!!!!!!! terrible product.... must have been on shelf a long time or left in sun or something terribly wrong.,Negative,-0.9569,70.57432432432432,17.635135135135137
Phone,samsung galaxy note 4,"So I got my phone today but there is couple problem's with this first they replaced the screen on it u can tell,second it don't get a good signal out six lines it only gets one signal line,third the battery die so so fast less than hour of using the phone is dead",Negative,-0.9469,70.57432432432432,17.635135135135137
Phone,samsung galaxy note 4,"Buyer Beware, Samsung's Policy and TechnoMaster Costumer Service. My cellphone is complete DEAD and useless! Samsung's Policy My cellphone is complete DEAD! The cellphone that TechnoMaster selled me was a UK version of the phone.",Negative,-0.9377,70.57432432432432,17.635135135135137
Phone,samsung galaxy note 4,It's so unfortunate that they don't even give you the decency of a warranty when the phone falls apart so quickly . My S pen doesn't even work anymore. . Detects when it's taken out has no screen detection. . And many more small bad problems ugh,Negative,-0.9329,70.57432432432432,17.635135135135137
Phone,samsung galaxy note 4,"I was very happy to buy note4 but reception was horrible you can find lot of claim about reception ecpecially 3g is so bad - Ä± sold out after 1 month , was so sad to paid lot of money --samsung please check your phones before sale",Negative,-0.9328,70.57432432432432,17.635135135135137
